# GREAT version 3.0.0	Species assembly: hg19	Association rule: Single nearest gene: 100000 bp max extension, curated regulatory domains included
NA_peak_21486	PDE5A (-68969)
NA_peak_26327	MAN1A1 (+20642)
NA_peak_25419	GSTA2 (+15120)
NA_peak_24664	DOCK2 (+65562)
NA_peak_11979	KCNJ2 (-31275)
NA_peak_11907	NONE
NA_peak_11398	CORO6 (-31215)
NA_peak_33178	NONE
NA_peak_31839	RAPGEF1 (+31389)
NA_peak_10072	VWA9 (-1675)
NA_peak_4303	NONE
NA_peak_29039	NONE
NA_peak_24452	NONE
NA_peak_22382	ACSL1 (+13306)
NA_peak_19606	TMEM212 (+47495)
NA_peak_18906	NONE
NA_peak_1014	PTBP2 (-2481)
NA_peak_10178	COMMD4 (-12411)
NA_peak_7526	NUFIP1 (+76667)
NA_peak_4646	OR5M11 (+18034)
NA_peak_3705	FFAR4 (+14383)
NA_peak_17313	NONE
NA_peak_10171	CCDC33 (-12445)
NA_peak_14187	GFPT1 (+738)
NA_peak_11559	STAT3 (+36066)
NA_peak_11327	ZNF286B (-135)
NA_peak_9535	MKRN3 (+5641)
NA_peak_12727	KATNAL2 (-28)
NA_peak_7304	NONE
NA_peak_23048	NONE
NA_peak_7068	SETD1B (-2626)
NA_peak_31563	ABCA1 (-25178)
NA_peak_25672	NONE
NA_peak_26112	NONE
NA_peak_22242	NONE
NA_peak_16805	NONE
NA_peak_216	SDC3 (-42177)
NA_peak_1514	NONE
NA_peak_32529	RP2 (+18431)
NA_peak_33550	PCDH11Y (-56033)
NA_peak_33541	NONE
NA_peak_32886	NONE
NA_peak_32478	NONE
NA_peak_32357	NONE
NA_peak_33467	FMR1 (-21507)
NA_peak_33458	NONE
NA_peak_33400	SPANXA1 (+99318)
NA_peak_33365	NONE
NA_peak_33310	NONE
NA_peak_33080	NONE
NA_peak_32985	PRPS1 (+65022)
NA_peak_32923	NGFRAP1 (+14032)
NA_peak_30969	RUSC2 (-73493)
NA_peak_31664	NONE
NA_peak_29601	TCF24 (-28255)
NA_peak_29544	ASPH (+953)
NA_peak_29486	NONE
NA_peak_29420	SNTG1 (-22486)
NA_peak_28963	NONE
NA_peak_29255	NONE
NA_peak_30422	EFR3A (-62392)
NA_peak_30260	NONE
NA_peak_28122	STEAP1 (-72476)
NA_peak_28075	NONE
NA_peak_28035	NONE
NA_peak_27427	SKAP2 (+51549)
NA_peak_27221	NONE
NA_peak_28453	NONE
NA_peak_28404	NONE
NA_peak_28386	NONE
NA_peak_28376	NONE
NA_peak_25937	EPHA7 (+13967)
NA_peak_25836	SLC35A1 (-45419)
NA_peak_26326	NONE
NA_peak_26197	KIAA1919 (-2599)
NA_peak_26047	NONE
NA_peak_23014	NONE
NA_peak_22985	NONE
NA_peak_23816	NONE
NA_peak_20892	NAA11 (+5661)
NA_peak_20805	AFM (+58510)
NA_peak_20276	PCDH7 (-4590)
NA_peak_22332	NONE
NA_peak_22011	GRIA2 (+70150)
NA_peak_21814	SMARCA5 (-596)
NA_peak_21634	NONE
NA_peak_21622	NONE
NA_peak_18157	NONE
NA_peak_18117	ASB14 (-95672)
NA_peak_17764	NONE
NA_peak_19583	SLC2A2 (+25254)
NA_peak_19241	AGTR1 (+11899)
NA_peak_19121	RBP1 (-40075)
NA_peak_14282	NONE
NA_peak_14267	NONE
NA_peak_13782	NONE
NA_peak_15940	UNC80 (-91868)
NA_peak_14632	DBI (-7256)
NA_peak_16961	NONE
NA_peak_16458	NONE
NA_peak_16457	NONE
NA_peak_13008	NONE
NA_peak_12894	NEDD4L (-19928)
NA_peak_12726	ST8SIA5 (-74436)
NA_peak_12697	NONE
NA_peak_12530	NONE
NA_peak_12402	NONE
NA_peak_12301	ANKRD30B (+36213)
NA_peak_638	ANKRD13C (+28416)
NA_peak_10919	CBFB (+29662)
NA_peak_10023	NONE
NA_peak_362	EPS15 (+9430)
NA_peak_9416	TRIP11 (+14027)
NA_peak_8597	NONE
NA_peak_8565	NONE
NA_peak_8557	DHRS2 (+46680)
NA_peak_9514	NONE
NA_peak_7836	NONE
NA_peak_7642	NONE
NA_peak_7551	ESD (+84388)
NA_peak_7530	COG3 (+63204)
NA_peak_8376	NONE
NA_peak_6746	CLLU1 (+40704)
NA_peak_6339	FRS2 (+40252)
NA_peak_5947	FAM60A (+3664)
NA_peak_5745	NONE
NA_peak_1820	NONE
NA_peak_1655	TNR (-92474)
NA_peak_1618	NONE
NA_peak_1281	GDAP2 (+93383)
NA_peak_1120	NONE
NA_peak_2661	NONE
NA_peak_3629	MINPP1 (-64237)
NA_peak_3442	USP54 (+36216)
NA_peak_3101	PTPN20B (+54876)
NA_peak_2797	NEBL (+85729)
NA_peak_2361	NONE
NA_peak_20983	NKX6-1 (+90534)
NA_peak_6642	NONE
NA_peak_29639	NONE
NA_peak_12980	NONE
NA_peak_11253	NONE
NA_peak_89	NONE
NA_peak_522	PGM1 (+18030)
NA_peak_14173	NONE
NA_peak_11520	PSMB3 (-1312)
NA_peak_14209	ATP6V1B1 (-13664)
NA_peak_30647	NONE
NA_peak_31135	CBWD5 (-86905)
NA_peak_30711	NONE
NA_peak_26537	MOXD1 (+67824)
NA_peak_1475	ATP1A4 (+18085)
NA_peak_3132	A1CF (+2927)
NA_peak_4108	NONE
NA_peak_497	NONE
NA_peak_1255	ATP1A1 (-1283)
NA_peak_14539	MALL (+71773)
NA_peak_17429	CDC42EP1 (-14632)
NA_peak_2587	NONE
NA_peak_32021	TMSB4X (+9868)
NA_peak_30974	RECK (+1265)
NA_peak_16064	NONE
NA_peak_2348	NONE
NA_peak_1838	NONE
NA_peak_23052	NONE
NA_peak_33397	SPANXB2 (-44475)
NA_peak_28631	IRF5 (-26896)
NA_peak_25377	PGK2 (+2917)
NA_peak_24344	NONE
NA_peak_18622	NONE
NA_peak_13860	NONE
NA_peak_15239	NONE
NA_peak_13521	NONE
NA_peak_14501	POU3F3 (+46082)
NA_peak_13199	INSR (+10138)
NA_peak_10836	NONE
NA_peak_9685	NONE
NA_peak_9538	NONE
NA_peak_9186	NONE
NA_peak_8580	NONE
NA_peak_7476	VWA8 (+17938)
NA_peak_6373	TPH2 (+21167)
NA_peak_5028	NONE
NA_peak_1367	NBPF11 (+76795)
NA_peak_21943	KIAA0922 (-13440)
NA_peak_16855	NONE
NA_peak_14840	NONE
NA_peak_15437	KIAA1715 (-79400), HOXD10 (-34834), HOXD11 (-25541), HOXD12 (-17985), HOXD13 (-11146), EVX2 (+2168)
NA_peak_20134	NONE
NA_peak_3111	ARHGAP22 (+7155)
NA_peak_27001	QKI (-89704)
NA_peak_31939	NLGN4X (-33342)
NA_peak_32049	NONE
NA_peak_29573	NONE
NA_peak_30436	KHDRBS3 (+8677)
NA_peak_25844	NONE
NA_peak_26870	RMND1 (+393)
NA_peak_23101	NONE
NA_peak_24631	NONE
NA_peak_18608	NONE
NA_peak_17930	NONE
NA_peak_12253	NONE
NA_peak_12080	SOCS3 (+21126)
NA_peak_11957	ABCA8 (+13629)
NA_peak_11859	BRIP1 (-7570)
NA_peak_11633	NONE
NA_peak_10291	ABHD2 (-25300)
NA_peak_9491	DIO3 (-97158)
NA_peak_2331	NONE
NA_peak_2089	PROX1 (+62776)
NA_peak_6988	PTPN11 (+39618)
NA_peak_2843	NONE
NA_peak_4111	EBF3 (+79620)
NA_peak_31774	CRB2 (+83658)
NA_peak_32617	NONE
NA_peak_20838	USO1 (-1261)
NA_peak_23328	NONE
NA_peak_5383	NONE
NA_peak_30968	NONE
NA_peak_18468	NONE
NA_peak_17118	SLC5A3 (+37160)
NA_peak_6645	NONE
NA_peak_6992	NONE
NA_peak_4605	AMBRA1 (+71879)
NA_peak_5527	NONE
NA_peak_17151	NONE
NA_peak_31837	UCK1 (-3711)
NA_peak_11129	DOC2B (-60653)
NA_peak_31163	SMC5 (-91042)
NA_peak_31150	TJP2 (-32974)
NA_peak_26481	LAMA2 (+91206)
NA_peak_21844	NONE
NA_peak_15304	XIRP2 (+69328)
NA_peak_19555	NONE
NA_peak_15880	NONE
NA_peak_12236	SOGA2 (+80017)
NA_peak_568	NONE
NA_peak_10164	NEO1 (+73763)
NA_peak_1394	NONE
NA_peak_13391	KLK15 (-4757)
NA_peak_31600	KLF4 (-13625)
NA_peak_13356	FOSB (+10564)
NA_peak_6891	NT5DC3 (+2492)
NA_peak_2920	NONE
NA_peak_640	HHLA3 (+7159)
NA_peak_4187	WEE1 (-50542)
NA_peak_26842	NONE
NA_peak_23292	IQGAP2 (-38770)
NA_peak_20105	NONE
NA_peak_12102	NONE
NA_peak_1301	ADAM30 (+40732)
NA_peak_17224	YBEY (+3444)
NA_peak_32062	CA5B (+7417)
NA_peak_31693	TRIM32 (+4025)
NA_peak_27637	NONE
NA_peak_25281	KCNK16 (-78375)
NA_peak_17533	NONE
NA_peak_982	ALG14 (+3283)
NA_peak_10376	NR2F2 (-65727)
NA_peak_31918	NONE
NA_peak_8478	NONE
NA_peak_16620	NINL (-405)
NA_peak_31933	NONE
NA_peak_32429	RPGR (+15384)
NA_peak_33343	NONE
NA_peak_32941	NONE
NA_peak_31362	NONE
NA_peak_31026	NONE
NA_peak_30760	NONE
NA_peak_29837	NONE
NA_peak_28952	NONE
NA_peak_29143	ADAM7 (+90103)
NA_peak_30328	ANXA13 (-29866)
NA_peak_30255	NONE
NA_peak_27163	NONE
NA_peak_27909	NONE
NA_peak_27629	NONE
NA_peak_27434	SKAP2 (-53198)
NA_peak_28599	NONE
NA_peak_28595	NONE
NA_peak_28569	WASL (+24940)
NA_peak_28424	ENSG00000236294 (+4388)
NA_peak_28422	ENSG00000236294 (-1950)
NA_peak_25883	MAP3K7 (+67693)
NA_peak_25086	NONE
NA_peak_26814	STXBP5 (-68745)
NA_peak_26738	PHACTR2 (+71581)
NA_peak_26365	NONE
NA_peak_26106	LIN28B (+64327)
NA_peak_23656	NONE
NA_peak_23644	NONE
NA_peak_23593	NONE
NA_peak_23436	RASA1 (-1122)
NA_peak_23247	FCHO2 (+75208)
NA_peak_22889	RICTOR (-42468)
NA_peak_22459	C5orf38 (+47687)
NA_peak_22692	CDH12 (+92868)
NA_peak_24224	NONE
NA_peak_24151	KIAA1024L (-19340)
NA_peak_23846	NONE
NA_peak_20977	NONE
NA_peak_20678	NONE
NA_peak_20666	NONE
NA_peak_20440	NONE
NA_peak_20434	NONE
NA_peak_22210	NONE
NA_peak_22087	NONE
NA_peak_21927	NONE
NA_peak_21576	NONE
NA_peak_21425	NONE
NA_peak_21288	TET2 (+33863)
NA_peak_18673	OR5AC2 (+21236)
NA_peak_18152	NONE
NA_peak_17762	NONE
NA_peak_19047	NONE
NA_peak_18822	TRAT1 (+54241)
NA_peak_14371	NONE
NA_peak_16088	EPHA4 (-10829)
NA_peak_15621	TFPI (-27166)
NA_peak_15586	NONE
NA_peak_15211	NONE
NA_peak_14769	NONE
NA_peak_17013	NONE
NA_peak_16951	NONE
NA_peak_16435	SPTLC3 (-9651)
NA_peak_16408	NONE
NA_peak_1033	NONE
NA_peak_1004	NONE
NA_peak_12588	NONE
NA_peak_12385	ZNF521 (+20316)
NA_peak_12353	NONE
NA_peak_11251	NONE
NA_peak_520	EFCAB7 (+11225)
NA_peak_10330	CHD2 (+2336)
NA_peak_9657	NONE
NA_peak_348	DMRTA2 (-67906)
NA_peak_9442	C14orf132 (-56827)
NA_peak_8946	CNIH (+16766)
NA_peak_8219	NONE
NA_peak_7578	NONE
NA_peak_7366	NONE
NA_peak_5631	CD69 (-3442)
NA_peak_6716	NONE
NA_peak_6384	NONE
NA_peak_6224	NONE
NA_peak_2435	NONE
NA_peak_2428	ACTN2 (+43649)
NA_peak_2178	NONE
NA_peak_7070	WDR66 (+35566)
NA_peak_1857	RGS2 (+89455)
NA_peak_4922	NONE
NA_peak_1654	TNR (-66802)
NA_peak_4507	NONE
NA_peak_4369	NONE
NA_peak_1273	VTCN1 (-34013)
NA_peak_4270	NONE
NA_peak_1226	HIPK1 (+3471)
NA_peak_1126	NONE
NA_peak_3183	NONE
NA_peak_2572	NONE
NA_peak_32325	TAB3 (-18195)
NA_peak_31198	ANXA1 (-48146)
NA_peak_27346	NONE
NA_peak_20934	NONE
NA_peak_13147	NONE
NA_peak_2501	ADSS (-407)
NA_peak_10328	NONE
NA_peak_5873	NONE
NA_peak_30799	NONE
NA_peak_29083	NONE
NA_peak_27564	NONE
NA_peak_25162	BTN3A2 (+98)
NA_peak_14681	NONE
NA_peak_11108	NONE
NA_peak_8621	NONE
NA_peak_7033	FBXO21 (+570)
NA_peak_1477	SLAMF6 (-16289)
NA_peak_4653	P2RX3 (+7491)
NA_peak_2935	LYZL2 (+87502)
NA_peak_33128	LONRF3 (-28202)
NA_peak_14170	ETAA1 (+59197)
NA_peak_14120	SPRED2 (-3479)
NA_peak_339	BEND5 (-14217)
NA_peak_1270	VTCN1 (+40585)
NA_peak_2584	NONE
NA_peak_4125	STK32C (-3575)
NA_peak_1429	SPRR3 (-2364)
NA_peak_10230	KIAA1199 (+72008)
NA_peak_2745	NONE
NA_peak_19573	SKIL (-36272)
NA_peak_2422	EDARADD (-51351)
NA_peak_19753	NONE
NA_peak_24666	NONE
NA_peak_4618	NONE
NA_peak_27365	IL6 (-9976)
NA_peak_26118	NONE
NA_peak_74	CASZ1 (-99176)
NA_peak_11881	NONE
NA_peak_2966	ITGB1 (-77892)
NA_peak_30861	NONE
NA_peak_30014	GDF6 (-743)
NA_peak_25782	NONE
NA_peak_22418	NONE
NA_peak_18733	NONE
NA_peak_14356	CAPG (-10992)
NA_peak_17235	NONE
NA_peak_14715	NONE
NA_peak_11067	NONE
NA_peak_10109	ANP32A (+119)
NA_peak_9403	NONE
NA_peak_8771	NONE
NA_peak_8706	MBIP (+52367)
NA_peak_7249	PDX1 (-1826)
NA_peak_2083	NONE
NA_peak_6964	SVOP (+27280)
NA_peak_1479	SLAMF1 (-16052)
NA_peak_4652	TNKS1BP1 (+32793)
NA_peak_30534	NONE
NA_peak_18185	NONE
NA_peak_13291	LSM14A (+81718)
NA_peak_12444	NONE
NA_peak_11048	NONE
NA_peak_11080	NONE
NA_peak_92	DHRS3 (+79638)
NA_peak_32499	MAOB (+21398)
NA_peak_31449	BICD2 (-30588)
NA_peak_30047	NONE
NA_peak_25457	NONE
NA_peak_23454	NONE
NA_peak_20890	NONE
NA_peak_17778	RARB (+1359)
NA_peak_19343	NONE
NA_peak_15878	NRP2 (+51987)
NA_peak_1030	NONE
NA_peak_12291	NONE
NA_peak_8024	RNF219 (+11561)
NA_peak_7734	NONE
NA_peak_1699	FAM163A (-41126)
NA_peak_3925	NONE
NA_peak_17559	EDEM1 (+26751)
NA_peak_11163	ZZEF1 (+26384)
NA_peak_7519	SERP2 (+11878)
NA_peak_11117	ZCCHC14 (+16321)
NA_peak_32074	NONE
NA_peak_30322	ZHX2 (-61666)
NA_peak_30265	AARD (+88272)
NA_peak_21305	AIMP1 (+328)
NA_peak_32352	NONE
NA_peak_17383	NONE
NA_peak_16755	NONE
NA_peak_11764	PCTP (+44507)
NA_peak_14521	NONE
NA_peak_1322	NONE
NA_peak_32636	ITGB1BP2 (-471)
NA_peak_31689	NONE
NA_peak_24470	CYFIP2 (-412)
NA_peak_13218	ENSG00000105520 (-163)
NA_peak_17478	WNT7B (+53040)
NA_peak_9739	GPR176 (-1974)
NA_peak_6014	PRICKLE1 (-67575)
NA_peak_32653	NONE
NA_peak_33254	NONE
NA_peak_23078	NONE
NA_peak_1348	PDE4DIP (-48484)
NA_peak_6756	EEA1 (-74360)
NA_peak_4648	OR9G1 (+19126)
NA_peak_3090	NPY4R (+22676)
NA_peak_5654	NONE
NA_peak_22483	NONE
NA_peak_1484	TOMM40L (-57)
NA_peak_9211	GPATCH2L (-53348)
NA_peak_1744	FAM129A (+85845)
NA_peak_17315	SEZ6L (-42934)
NA_peak_15384	DLX1 (-18630)
NA_peak_11130	NONE
NA_peak_2855	KIAA1217 (+12216)
NA_peak_25850	SPACA1 (-23096)
NA_peak_26735	PHACTR2 (+16397)
NA_peak_15322	B3GALT1 (+61717)
NA_peak_2842	PTF1A (+5957)
NA_peak_2814	SKIDA1 (+13417)
NA_peak_13886	NONE
NA_peak_27074	C6orf70 (+48121)
NA_peak_26635	REPS1 (-41760)
NA_peak_16838	NELFCD (-36485)
NA_peak_10069	PARP16 (-25699)
NA_peak_10044	TPM1 (-43319)
NA_peak_8459	TNFSF13B (+76974)
NA_peak_2349	COG2 (-69818)
NA_peak_6946	BTBD11 (+61972)
NA_peak_1397	NONE
NA_peak_4049	NONE
NA_peak_1340	PDE4DIP (+63504)
NA_peak_16760	NONE
NA_peak_18059	PLXNB1 (+692)
NA_peak_33539	NONE
NA_peak_32821	NAP1L3 (-75148)
NA_peak_32528	RP2 (+583)
NA_peak_31327	RASEF (-1304)
NA_peak_31194	NONE
NA_peak_30950	DDX58 (+62678)
NA_peak_30845	NONE
NA_peak_30783	HAUS6 (+17653)
NA_peak_31705	NONE
NA_peak_31577	NONE
NA_peak_29836	NONE
NA_peak_29694	NONE
NA_peak_29655	NCOA2 (+83034)
NA_peak_29559	NONE
NA_peak_29470	TGS1 (-77855)
NA_peak_28214	PON1 (+60017)
NA_peak_28203	PPP1R9A (-43811)
NA_peak_28140	NONE
NA_peak_27311	NONE
NA_peak_27262	TSPAN13 (+2373)
NA_peak_28664	EXOC4 (+1009)
NA_peak_28286	KMT2E (-1793)
NA_peak_25974	NONE
NA_peak_25784	NONE
NA_peak_25647	NONE
NA_peak_25459	NONE
NA_peak_26871	RMND1 (-2617)
NA_peak_26721	HIVEP2 (+10847)
NA_peak_26718	HIVEP2 (+42506)
NA_peak_26605	IFNGR1 (-52421)
NA_peak_23659	NONE
NA_peak_23490	NONE
NA_peak_22957	NONE
NA_peak_22807	NONE
NA_peak_22697	NONE
NA_peak_22662	NONE
NA_peak_24495	PWWP2A (+28753)
NA_peak_24349	PPP2R2B (-29030)
NA_peak_23744	NONE
NA_peak_20912	NONE
NA_peak_20670	NONE
NA_peak_20452	NONE
NA_peak_21624	NONE
NA_peak_21300	NONE
NA_peak_17604	NONE
NA_peak_18305	NONE
NA_peak_18231	NONE
NA_peak_17959	NONE
NA_peak_17800	NONE
NA_peak_19790	NONE
NA_peak_17515	NONE
NA_peak_19365	PLCH1 (+14840)
NA_peak_19212	PLSCR1 (-36347)
NA_peak_18717	CEP97 (+2054)
NA_peak_14317	NONE
NA_peak_14242	EXOC6B (+68248)
NA_peak_14236	NONE
NA_peak_13940	NONE
NA_peak_16118	NONE
NA_peak_15463	TTC30B (+22005)
NA_peak_15252	NONE
NA_peak_15031	NONE
NA_peak_14871	NONE
NA_peak_1013	PTBP2 (-82927)
NA_peak_12815	NONE
NA_peak_841	NONE
NA_peak_12677	RIT2 (-25873)
NA_peak_12314	ROCK1 (-83775)
NA_peak_11873	TANC2 (+63891)
NA_peak_11222	TMEM220 (+11916)
NA_peak_639	ANKRD13C (+21369)
NA_peak_611	NONE
NA_peak_10891	NONE
NA_peak_10847	NONE
NA_peak_10471	NONE
NA_peak_10051	APH1B (-20821)
NA_peak_9930	NONE
NA_peak_9349	NONE
NA_peak_8990	NAA30 (-11670)
NA_peak_8612	NONE
NA_peak_8577	NONE
NA_peak_8071	NONE
NA_peak_7928	NONE
NA_peak_7826	NONE
NA_peak_7821	NONE
NA_peak_7660	NONE
NA_peak_7184	TNFRSF19 (+76731)
NA_peak_8372	NONE
NA_peak_207	EPB41 (+88330)
NA_peak_5622	CLEC4E (+10818)
NA_peak_6473	NONE
NA_peak_6400	NONE
NA_peak_5766	PLEKHA5 (-366)
NA_peak_6895	NFYB (+1241)
NA_peak_1798	NONE
NA_peak_1570	TBX19 (+74256)
NA_peak_4505	NONE
NA_peak_4347	NONE
NA_peak_1285	NONE
NA_peak_4251	NONE
NA_peak_5352	NNMT (+34615)
NA_peak_4202	EIF4G2 (-13223)
NA_peak_3390	LRRTM3 (+57571)
NA_peak_3331	NONE
NA_peak_3175	NONE
NA_peak_2794	NONE
NA_peak_2764	C10orf112 (-39113)
NA_peak_3999	NONE
NA_peak_6130	NONE
NA_peak_31632	MUSK (-41566)
NA_peak_29024	NONE
NA_peak_25827	CGA (+36100)
NA_peak_25028	NONE
NA_peak_15178	NONE
NA_peak_9409	RPS6KA5 (-371)
NA_peak_6443	NAP1L1 (-62325)
NA_peak_2135	NONE
NA_peak_29955	NECAB1 (-4184)
NA_peak_5304	POU2AF1 (-59001)
NA_peak_30024	NONE
NA_peak_26847	PCMT1 (+20495)
NA_peak_21215	NONE
NA_peak_324	TEX38 (+16998)
NA_peak_28795	OR2A7 (+7757)
NA_peak_10327	FAM174B (+7825)
NA_peak_16376	MKKS (+63897)
NA_peak_29262	NONE
NA_peak_26613	NONE
NA_peak_12374	NONE
NA_peak_7285	NONE
NA_peak_10476	NONE
NA_peak_10088	SMAD3 (-1777)
NA_peak_8532	SUPT16H (-877)
NA_peak_32180	SAT1 (+5308)
NA_peak_32160	SMPX (+55044)
NA_peak_27791	NONE
NA_peak_27708	NONE
NA_peak_24114	MARCH3 (+90619)
NA_peak_17099	SCAF4 (-66932)
NA_peak_9594	GOLGA8T (+52481)
NA_peak_7449	NONE
NA_peak_19	NONE
NA_peak_5412	NONE
NA_peak_9485	DLK1 (+72841)
NA_peak_3318	NONE
NA_peak_11046	NONE
NA_peak_7212	AMER2 (-18984)
NA_peak_31823	NONE
NA_peak_33316	NONE
NA_peak_33014	NONE
NA_peak_30512	KANK1 (+62516)
NA_peak_30819	IFNE (-17729)
NA_peak_29482	NONE
NA_peak_25240	SCUBE3 (-818)
NA_peak_25072	NONE
NA_peak_23127	ENSG00000268942 (+30230)
NA_peak_23836	PJA2 (-3313)
NA_peak_21540	NONE
NA_peak_18700	TBC1D23 (+16191)
NA_peak_19829	NONE
NA_peak_14313	NONE
NA_peak_13620	HS1BP3 (+15731)
NA_peak_12909	ZNF532 (+34179)
NA_peak_12868	NONE
NA_peak_10030	NONE
NA_peak_5972	ALG10 (+737)
NA_peak_2074	FLVCR1 (-19892)
NA_peak_4866	NONE
NA_peak_1669	FAM5B (+75761)
NA_peak_1646	NONE
NA_peak_2620	FBXO18 (-5737)
NA_peak_3859	NONE
NA_peak_26128	RTN4IP1 (+3344)
NA_peak_21762	MGST2 (-9095)
NA_peak_7159	NONE
NA_peak_24054	ZNF608 (-66992)
NA_peak_27298	HDAC9 (+21848)
NA_peak_21035	IBSP (-52437)
NA_peak_19876	NONE
NA_peak_14077	XPO1 (-68196)
NA_peak_16209	NONE
NA_peak_15396	NONE
NA_peak_8340	NONE
NA_peak_3548	NRG3 (+2843)
NA_peak_32124	GPR64 (+31986)
NA_peak_9402	CALM1 (+91066)
NA_peak_31286	TLE4 (+93540)
NA_peak_22404	FAT1 (+35321)
NA_peak_21659	NONE
NA_peak_16347	NONE
NA_peak_12338	GATA6 (-14172)
NA_peak_11134	NXN (+49264)
NA_peak_11568	RND2 (+946)
NA_peak_9470	CCNK (+41012)
NA_peak_6452	E2F7 (+39555)
NA_peak_12511	RNF125 (-63)
NA_peak_28850	PDIA4 (+41436)
NA_peak_18276	SUCLG2 (+42969)
NA_peak_10316	PRC1 (+1550)
NA_peak_28980	ENSG00000182319 (-81452)
NA_peak_11787	MRPS23 (-29822)
NA_peak_13707	NONE
NA_peak_31171	NONE
NA_peak_61	PIK3CD (+37455)
NA_peak_10499	ATF7IP2 (-73237)
NA_peak_6146	CALCOCO1 (-64418)
NA_peak_31666	NONE
NA_peak_3916	NONE
NA_peak_31779	NR5A1 (-16031)
NA_peak_25349	CD2AP (-17185)
NA_peak_1267	TTF2 (-13233)
NA_peak_21763	MGST2 (-2827)
NA_peak_23220	NAIP (+21339)
NA_peak_17137	DOPEY2 (+42314)
NA_peak_16479	NONE
NA_peak_7626	SUGT1 (+3388)
NA_peak_3469	ZNF503 (-48953)
NA_peak_28916	NONE
NA_peak_20818	CXCL3 (-105)
NA_peak_19719	NONE
NA_peak_2067	NONE
NA_peak_16708	NONE
NA_peak_27469	CREB5 (+43716)
NA_peak_10037	C2CD4B (+24144)
NA_peak_201	IFI6 (+17114)
NA_peak_32201	POLA1 (-21387)
NA_peak_10978	NONE
NA_peak_1079	PALMD (-80061)
NA_peak_2955	KIF5B (-64947)
NA_peak_27091	GNA12 (-93743)
NA_peak_25183	HIST1H2BL (+14997)
NA_peak_1729	SMG7 (-840)
NA_peak_12057	FOXJ1 (-45809)
NA_peak_15676	SDPR (-37657)
NA_peak_17609	OXTR (+14416)
NA_peak_30880	EQTN (-88568)
NA_peak_31647	NONE
NA_peak_30663	PTPRD (-73675)
NA_peak_25464	HCRTR2 (+67248)
NA_peak_25078	NONE
NA_peak_24877	GCNT6 (-30859)
NA_peak_24616	NONE
NA_peak_18676	ST3GAL6 (-355)
NA_peak_11715	NONE
NA_peak_8342	PCCA (+91829)
NA_peak_5765	PLEKHA5 (-36965)
NA_peak_2999	PARD3 (+78185)
NA_peak_28983	NONE
NA_peak_11351	SPECC1 (+79315)
NA_peak_9086	PPP1R36 (+53186)
NA_peak_33307	GPC4 (+9314)
NA_peak_19577	SLC7A14 (+80000)
NA_peak_16804	NONE
NA_peak_11736	NONE
NA_peak_10491	NONE
NA_peak_7598	NONE
NA_peak_1551	UCK2 (+38667)
NA_peak_444	FGGY (+25963)
NA_peak_25042	NONE
NA_peak_23867	EPB41L4A (+84778)
NA_peak_17194	ABCG1 (-23179)
NA_peak_32688	NONE
NA_peak_31950	VCX (+19230)
NA_peak_32567	MAGED1 (+24918)
NA_peak_31904	XG (-5225)
NA_peak_33371	NONE
NA_peak_33050	DCX (-2740)
NA_peak_31481	CDC14B (+63432)
NA_peak_30621	NONE
NA_peak_31048	NONE
NA_peak_31611	NONE
NA_peak_31524	NONE
NA_peak_31497	C9orf156 (-1049)
NA_peak_30007	PLEKHF2 (+12648)
NA_peak_29519	NONE
NA_peak_28037	NONE
NA_peak_27910	NONE
NA_peak_27464	NONE
NA_peak_27320	NONE
NA_peak_28277	NONE
NA_peak_25114	MRS2 (+21447)
NA_peak_24953	JARID2 (+76092)
NA_peak_26729	NONE
NA_peak_26573	SGK1 (-5264)
NA_peak_26510	NONE
NA_peak_26467	NONE
NA_peak_26441	NONE
NA_peak_23211	NONE
NA_peak_22805	NONE
NA_peak_22798	NONE
NA_peak_22456	NONE
NA_peak_24659	SLIT3 (-14892)
NA_peak_24133	NONE
NA_peak_23862	NREP (-60305)
NA_peak_23755	NONE
NA_peak_23676	ST8SIA4 (+57992)
NA_peak_21146	NONE
NA_peak_20671	NONE
NA_peak_20474	COX7B2 (+19739)
NA_peak_21801	NONE
NA_peak_21365	NONE
NA_peak_21330	NONE
NA_peak_18427	NONE
NA_peak_18402	NONE
NA_peak_19936	NONE
NA_peak_19590	NONE
NA_peak_19543	MECOM (-23082)
NA_peak_19506	SERPINI1 (+54865)
NA_peak_19451	NONE
NA_peak_19201	PLOD2 (-11728)
NA_peak_18814	MYH15 (+56484)
NA_peak_18739	NONE
NA_peak_14231	NONE
NA_peak_14058	NONE
NA_peak_16151	IRS1 (+44734)
NA_peak_13631	NONE
NA_peak_15717	NONE
NA_peak_15320	B3GALT1 (-56921)
NA_peak_15100	NONE
NA_peak_14968	NONE
NA_peak_13546	NONE
NA_peak_14469	RFX8 (-68893)
NA_peak_13040	NONE
NA_peak_12991	NONE
NA_peak_12200	NONE
NA_peak_12522	GAREM (-91995)
NA_peak_11227	SHISA6 (+74007)
NA_peak_11068	NONE
NA_peak_573	SGIP1 (-709)
NA_peak_10934	NFAT5 (+306)
NA_peak_9968	NONE
NA_peak_9423	COX8C (+22249)
NA_peak_9133	NONE
NA_peak_8724	MIPOL1 (+81453)
NA_peak_8668	NONE
NA_peak_8542	NONE
NA_peak_8303	NONE
