# GREAT version 3.0.0	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
NA_peak_1	OR4F5 (-26466)
NA_peak_13671	PTRHD1 (-16683), ADCY3 (+109774)
NA_peak_13672	PTRHD1 (-23160), ADCY3 (+103297)
NA_peak_13673	ADCY3 (-1479)
NA_peak_13674	DNAJC27 (-104625), POMC (+92184)
NA_peak_13675	POMC (-30516), DNMT3A (+143171)
NA_peak_13676	POMC (-30847), DNMT3A (+142840)
NA_peak_13677	DNMT3A (-34201), DTNB (+296843)
NA_peak_13678	DNMT3A (-102175), DTNB (+228869)
NA_peak_13679	DNMT3A (-224771), DTNB (+106273)
NA_peak_13680	DNMT3A (-270055), DTNB (+60989)
NA_peak_13681	DNMT3A (-282732), DTNB (+48312)
NA_peak_13682	DNMT3A (-323384), DTNB (+7660)
NA_peak_13683	DTNB (-42500), ASXL2 (+162382)
NA_peak_13684	DTNB (-121967), ASXL2 (+82915)
NA_peak_13685	DTNB (-156431), ASXL2 (+48451)
NA_peak_13686	DTNB (-187569), ASXL2 (+17313)
NA_peak_13687	ASXL2 (-17820), KIF3C (+86161)
NA_peak_13688	KIF3C (-29793), RAB10 (-21820)
NA_peak_13689	RAB10 (+63679), HADHA (+146936)
NA_peak_13690	HADHA (+64926), RAB10 (+145689)
NA_peak_13691	HADHA (+46664), RAB10 (+163951)
NA_peak_13692	GPR113 (+19488), HADHB (+54666)
NA_peak_13693	EPT1 (-998)
NA_peak_13694	DRC1 (-25075), EPT1 (+30727)
NA_peak_13695	OTOF (+9530), DRC1 (+147252)
NA_peak_13696	SLC35F6 (-13654), KCNK3 (+57883)
NA_peak_13697	TMEM214 (-270)
NA_peak_13698	AGBL5 (-421)
NA_peak_13699	TRIM54 (+10544), UCN (+15439)
NA_peak_13700	SUPT7L (-99567), MRPL33 (-8341)
NA_peak_13701	RBKS (-264325), FOSL2 (-237435)
NA_peak_13702	RBKS (-325462), FOSL2 (-176298)
NA_peak_13703	PPP1CB (-254699), PLB1 (+1082)
NA_peak_13704	PPP1CB (-228700), PLB1 (+27081)
NA_peak_13705	PPP1CB (-184558), PLB1 (+71223)
NA_peak_13706	PPP1CB (-130263), PLB1 (+125518)
NA_peak_13707	PPP1CB (-119513), PLB1 (+136268)
NA_peak_13708	PPP1CB (-99507), PLB1 (+156274)
NA_peak_13709	SPDYA (-57786), PPP1CB (+1212)
NA_peak_13710	SPDYA (-55444), PPP1CB (+3554)
NA_peak_13711	WDR43 (+14139), C2orf71 (+165479)
NA_peak_13712	WDR43 (+61993), C2orf71 (+117625)
NA_peak_13713	C2orf71 (+23575), WDR43 (+156043)
NA_peak_13714	C2orf71 (-38305), ALK (+809000)
NA_peak_13715	C2orf71 (-91507), ALK (+755798)
NA_peak_13716	C2orf71 (-316297), ALK (+531008)
NA_peak_13717	C2orf71 (-706329), ALK (+140976)
NA_peak_13718	LBH (-190350), ALK (-119615)
NA_peak_13719	ALK (-238284), LBH (-71681)
NA_peak_13720	LCLAT1 (-67990), LBH (+147736)
NA_peak_13721	LCLAT1 (+2582), CAPN13 (+357607)
NA_peak_13722	LCLAT1 (+91608), CAPN13 (+268581)
NA_peak_13723	LCLAT1 (+169045), CAPN13 (+191144)
NA_peak_13724	CAPN13 (+90974), LCLAT1 (+269215)
NA_peak_13725	CAPN13 (+49167), LCLAT1 (+311022)
NA_peak_13726	CAPN13 (-54838), GALNT14 (+275863)
NA_peak_13727	CAPN13 (-274395), GALNT14 (+56306)
NA_peak_13728	EHD3 (+90178), XDH (+90200)
NA_peak_13729	XDH (-95825), MEMO1 (+502220)
NA_peak_13730	MEMO1 (-669)
NA_peak_13731	SPAST (-336)
NA_peak_13732	SLC30A6 (-78622), SPAST (+23535)
NA_peak_13733	TTC27 (-208055), BIRC6 (+62978)
NA_peak_13734	TTC27 (-207118), BIRC6 (+63915)
NA_peak_13735	TTC27 (-42193), BIRC6 (+228840)
NA_peak_13736	TTC27 (-24311), BIRC6 (+246722)
NA_peak_13737	LTBP1 (-274593), TTC27 (+44317)
NA_peak_13738	LTBP1 (-126058), TTC27 (+192852)
NA_peak_13739	RASGRP3 (-357160), LTBP1 (+172096)
NA_peak_13740	RASGRP3 (-268816), LTBP1 (+260440)
NA_peak_13741	RASGRP3 (-258951), LTBP1 (+270305)
NA_peak_13742	RASGRP3 (-202568), LTBP1 (+326688)
NA_peak_13743	RASGRP3 (-184904), LTBP1 (+344352)
NA_peak_13744	RASGRP3 (-11375), LTBP1 (+517881)
NA_peak_13745	RASGRP3 (+7076)
NA_peak_13746	RASGRP3 (+32004)
NA_peak_13747	RASGRP3 (+161850)
NA_peak_13748	RASGRP3 (+344943)
NA_peak_13749	RASGRP3 (+537324)
NA_peak_13750	RASGRP3 (+620980)
NA_peak_13751	RASGRP3 (+874827)
NA_peak_13752	RASGRP3 (+877422)
NA_peak_13753	RASGRP3 (+897758)
NA_peak_13754	NONE
NA_peak_13755	NONE
NA_peak_13756	NONE
NA_peak_13757	NONE
NA_peak_13758	NONE
NA_peak_13759	NONE
NA_peak_13760	NONE
NA_peak_13761	NONE
NA_peak_13762	NONE
NA_peak_13763	NONE
NA_peak_13764	NONE
NA_peak_13765	NONE
NA_peak_13766	NONE
NA_peak_13767	NONE
NA_peak_13768	NONE
NA_peak_13769	NONE
NA_peak_13770	CRIM1 (-909046)
NA_peak_13771	CRIM1 (-562263)
NA_peak_13772	CRIM1 (-528549)
NA_peak_13773	CRIM1 (-520417)
NA_peak_13774	CRIM1 (-480881)
NA_peak_13775	CRIM1 (-394265)
NA_peak_13776	CRIM1 (-376943)
NA_peak_13777	CRIM1 (-355964)
NA_peak_13778	CRIM1 (-327122)
NA_peak_13779	CRIM1 (-311479)
NA_peak_13780	CRIM1 (-300381)
NA_peak_13781	CRIM1 (-298041)
NA_peak_13782	CRIM1 (-224646)
NA_peak_13783	CRIM1 (-170219)
NA_peak_13784	CRIM1 (-168115)
NA_peak_13785	CRIM1 (-105824)
NA_peak_13786	CRIM1 (-88195)
NA_peak_13787	CRIM1 (-25881)
NA_peak_13788	CRIM1 (-16438)
NA_peak_13789	CRIM1 (-6080)
NA_peak_13790	CRIM1 (+3193), FEZ2 (+239072)
NA_peak_13791	CRIM1 (+20250), FEZ2 (+222015)
NA_peak_13792	CRIM1 (+36866), FEZ2 (+205399)
NA_peak_13793	STRN (+78689), VIT (+191093)
NA_peak_13794	STRN (+49432), VIT (+220350)
NA_peak_13795	STRN (+48390), VIT (+221392)
NA_peak_13796	STRN (-4021)
NA_peak_13797	SULT6B1 (-37519), NDUFAF7 (-5600)
NA_peak_13798	QPCT (+122057), CDC42EP3 (+205560)
NA_peak_13799	QPCT (+128326), CDC42EP3 (+199291)
NA_peak_13800	CDC42EP3 (+101710), QPCT (+225907)
NA_peak_13801	CDC42EP3 (+55822), QPCT (+271795)
NA_peak_13802	RMDN2 (-171086), CDC42EP3 (-107186)
NA_peak_13803	RMDN2 (-154093), CDC42EP3 (-124179)
NA_peak_13804	RMDN2 (-139997), CDC42EP3 (-138275)
NA_peak_13805	CDC42EP3 (-168418), RMDN2 (-109854)
NA_peak_13806	CDC42EP3 (-246730), RMDN2 (-31542)
NA_peak_13807	CYP1B1 (-1412)
NA_peak_13808	CYP1B1 (-13526), ATL2 (+287555)
NA_peak_13809	CYP1B1 (-34162), ATL2 (+266919)
NA_peak_13810	CYP1B1 (-192980), ATL2 (+108101)
NA_peak_13811	CYP1B1 (-233934), ATL2 (+67147)
NA_peak_13812	CYP1B1 (-249091), ATL2 (+51990)
NA_peak_13813	ATL2 (-213888), HNRNPLL (+11879)
NA_peak_13814	GALM (-54504), HNRNPLL (-8377)
NA_peak_13815	GALM (-45315), HNRNPLL (-17566)
NA_peak_13816	GALM (-38444), HNRNPLL (-24437)
NA_peak_13817	HNRNPLL (-51927), GALM (-10954)
NA_peak_13818	GALM (+63)
NA_peak_13819	SRSF7 (+17786), GALM (+67798)
NA_peak_13820	DHX57 (+5592), GEMIN6 (+92130)
NA_peak_13821	SOS1 (-487)
NA_peak_13822	CDKL4 (-172466), MAP4K3 (+35314)
NA_peak_13823	CDKL4 (-203387), MAP4K3 (+4393)
NA_peak_13824	TMEM178A (-115043), MAP4K3 (-113563)
NA_peak_13825	MAP4K3 (-121099), TMEM178A (-107507)
NA_peak_13826	MAP4K3 (-205308), TMEM178A (-23298)
NA_peak_13827	TMEM178A (-1070)
NA_peak_13828	TMEM178A (+27396), THUMPD2 (+85952)
NA_peak_13829	THUMPD2 (+54238), TMEM178A (+59110)
NA_peak_13830	THUMPD2 (+699)
NA_peak_13831	THUMPD2 (-128661), SLC8A1 (+604433)
NA_peak_13832	THUMPD2 (-139370), SLC8A1 (+593724)
NA_peak_13833	THUMPD2 (-389693), SLC8A1 (+343401)
NA_peak_13834	THUMPD2 (-471903), SLC8A1 (+261191)
NA_peak_13835	THUMPD2 (-699370), SLC8A1 (+33724)
NA_peak_13836	SLC8A1 (-27960)
NA_peak_13837	SLC8A1 (-227057)
NA_peak_13838	SLC8A1 (-229319)
NA_peak_13839	SLC8A1 (-341723)
NA_peak_13840	PKDCC (-947255), SLC8A1 (-588404)
NA_peak_13841	PKDCC (-814553), SLC8A1 (-721106)
NA_peak_13842	PKDCC (-326017)
NA_peak_13843	PKDCC (-297084)
NA_peak_13844	PKDCC (-188736)
NA_peak_13845	PKDCC (-177273)
NA_peak_13846	PKDCC (-97072)
NA_peak_13847	PKDCC (-92502)
NA_peak_13848	EML4 (-52452), PKDCC (+68878)
NA_peak_13849	COX7A2L (+20920), EML4 (+178740)
NA_peak_13850	OXER1 (+57411), MTA3 (+138333)
NA_peak_13851	HAAO (-166936), ZFP36L2 (+267080)
NA_peak_13852	HAAO (-167724), ZFP36L2 (+266292)
NA_peak_13853	HAAO (-187173), ZFP36L2 (+246843)
NA_peak_13854	HAAO (-291405), ZFP36L2 (+142611)
NA_peak_13855	HAAO (-385594), ZFP36L2 (+48422)
NA_peak_13856	HAAO (-430594), ZFP36L2 (+3422)
NA_peak_13857	PLEKHH2 (-304243), ZFP36L2 (-106421)
NA_peak_13858	PLEKHH2 (-290489), ZFP36L2 (-120175)
NA_peak_13859	PLEKHH2 (-266434), ZFP36L2 (-144230)
NA_peak_13860	PLEKHH2 (-245483), ZFP36L2 (-165181)
NA_peak_13861	PLEKHH2 (-228976), ZFP36L2 (-181688)
NA_peak_13862	ZFP36L2 (-222651), PLEKHH2 (-188013)
NA_peak_13863	ZFP36L2 (-237800), PLEKHH2 (-172864)
NA_peak_13864	ZFP36L2 (-249349), PLEKHH2 (-161315)
NA_peak_13865	DYNC2LI1 (-120213), PLEKHH2 (+16553)
NA_peak_13866	DYNC2LI1 (-60973), PLEKHH2 (+75793)
NA_peak_13867	DYNC2LI1 (-10626), PLEKHH2 (+126140)
NA_peak_13868	DYNC2LI1 (+27676), ABCG5 (+37104)
NA_peak_13869	ABCG5 (+19997), DYNC2LI1 (+44783)
NA_peak_13870	ABCG5 (+19465), DYNC2LI1 (+45315)
NA_peak_13871	LRPPRC (+51654), ABCG8 (+105387)
NA_peak_13872	LRPPRC (+36772), ABCG8 (+120269)
NA_peak_13873	PPM1B (-103222), LRPPRC (-69650)
NA_peak_13874	LRPPRC (-140700), PPM1B (-32172)
NA_peak_13875	SLC3A1 (-100803), PPM1B (+5780)
NA_peak_13876	SLC3A1 (-52610), PPM1B (+53973)
NA_peak_13877	SLC3A1 (-29789), PPM1B (+76794)
NA_peak_13878	SIX3 (-548335), CAMKMT (+31464)
NA_peak_13879	SIX3 (-492702), CAMKMT (+87097)
NA_peak_13880	SIX3 (-481848), CAMKMT (+97951)
NA_peak_13881	SIX3 (-382057), CAMKMT (+197742)
NA_peak_13882	SIX3 (-360903), CAMKMT (+218896)
NA_peak_13883	SIX3 (-207746), CAMKMT (+372053)
NA_peak_13884	SIX3 (-176)
NA_peak_13885	SIX2 (-253793), SRBD1 (+348058)
NA_peak_13886	SIX2 (-264291), SRBD1 (+337560)
NA_peak_13887	SIX2 (-322152), SRBD1 (+279699)
NA_peak_13888	SIX2 (-364348), SRBD1 (+237503)
NA_peak_13889	SIX2 (-390850), SRBD1 (+211001)
NA_peak_13890	SIX2 (-425157), SRBD1 (+176694)
NA_peak_13891	SIX2 (-446781), SRBD1 (+155070)
NA_peak_13892	SIX2 (-554597), SRBD1 (+47254)
NA_peak_13893	EPAS1 (-572363), PRKCE (+73265)
NA_peak_13894	EPAS1 (-446767), PRKCE (+198861)
NA_peak_13895	EPAS1 (-134825), PRKCE (+510803)
NA_peak_13896	EPAS1 (-70985), PRKCE (+574643)
NA_peak_13897	TMEM247 (-17861), EPAS1 (+164323)
NA_peak_13898	SOCS5 (-37265), CRIPT (+44536)
NA_peak_13899	SOCS5 (+25388), MCFD2 (+191440)
NA_peak_13900	SOCS5 (+72377), MCFD2 (+144451)
NA_peak_13901	TTC7A (+36208), CALM2 (+199219)
NA_peak_13902	CALM2 (+66882), TTC7A (+168545)
NA_peak_13903	CALM2 (+61352), TTC7A (+174075)
NA_peak_13904	EPCAM (-178918), CALM2 (-13629)
NA_peak_13905	EPCAM (-156017), CALM2 (-36530)
NA_peak_13906	EPCAM (-112191), CALM2 (-80356)
NA_peak_13907	CALM2 (-112614), EPCAM (-79933)
NA_peak_13908	CALM2 (-117860), EPCAM (-74687)
NA_peak_13909	MSH2 (-28694), EPCAM (+5127)
NA_peak_13910	MSH6 (-591)
NA_peak_13911	MSH6 (+17431), FBXO11 (+105280)
NA_peak_13912	FBXO11 (+48774), MSH6 (+73937)
NA_peak_13913	FBXO11 (+41813), MSH6 (+80898)
NA_peak_13914	FOXN2 (-332523), FBXO11 (-76394)
NA_peak_13915	FBXO11 (-244943), FOXN2 (-163974)
NA_peak_13916	FBXO11 (-301941), FOXN2 (-106976)
NA_peak_13917	FBXO11 (-364627), FOXN2 (-44290)
NA_peak_13918	PPP1R21 (-117104), FOXN2 (+8983)
NA_peak_13919	PPP1R21 (-115699), FOXN2 (+10388)
NA_peak_13920	PPP1R21 (-681)
NA_peak_13921	STON1-GTF2A1L (-116716), PPP1R21 (+11507)
NA_peak_13922	GTF2A1L (+20601), LHCGR (+117254)
NA_peak_13923	LHCGR (-82507), FSHR (+316337)
NA_peak_13924	LHCGR (-355946), FSHR (+42898)
NA_peak_13925	LHCGR (-373590), FSHR (+25254)
NA_peak_13926	LHCGR (-395970), FSHR (+2874)
NA_peak_13927	FSHR (-160106)
NA_peak_13928	FSHR (-187579)
NA_peak_13929	FSHR (-235093)
NA_peak_13930	FSHR (-444772)
NA_peak_13931	FSHR (-589490)
NA_peak_13932	FSHR (-589863)
NA_peak_13933	FSHR (-652846)
NA_peak_13934	FSHR (-703734)
NA_peak_13935	FSHR (-819595)
NA_peak_13936	FSHR (-948211), NRXN1 (+929650)
NA_peak_13937	FSHR (-986972), NRXN1 (+890889)
NA_peak_13938	FSHR (-993716), NRXN1 (+884145)
NA_peak_13939	FSHR (-996968), NRXN1 (+880893)
NA_peak_13940	NRXN1 (+689794)
NA_peak_13941	NRXN1 (+600934)
NA_peak_13942	NRXN1 (+495026)
NA_peak_13943	NRXN1 (+487808)
NA_peak_13944	NRXN1 (+486790)
NA_peak_13945	NRXN1 (+425978)
NA_peak_13946	NRXN1 (+405555)
NA_peak_13947	NRXN1 (+389810)
NA_peak_13948	NRXN1 (+368980)
NA_peak_13949	NRXN1 (+181679)
NA_peak_13950	NRXN1 (+179652)
NA_peak_13951	NRXN1 (+141227)
NA_peak_13952	NRXN1 (+110205)
NA_peak_13953	NRXN1 (+32029)
NA_peak_13954	NRXN1 (+24833)
NA_peak_13955	NRXN1 (-40382)
NA_peak_13956	NRXN1 (-42428)
NA_peak_13957	NRXN1 (-43328)
NA_peak_13958	NRXN1 (-56311)
NA_peak_13959	NRXN1 (-251551)
NA_peak_13960	NRXN1 (-282612)
NA_peak_13961	NRXN1 (-487046)
NA_peak_13962	NRXN1 (-600425)
NA_peak_13963	NRXN1 (-645985)
NA_peak_13964	NRXN1 (-663161)
NA_peak_13965	NRXN1 (-700041)
NA_peak_13966	NRXN1 (-724918)
NA_peak_13967	NRXN1 (-725883)
NA_peak_13968	NONE
NA_peak_13969	NONE
NA_peak_13970	NONE
NA_peak_13971	NONE
NA_peak_13972	NONE
NA_peak_13973	NONE
NA_peak_13974	NONE
NA_peak_13975	CHAC2 (-889985)
NA_peak_13976	CHAC2 (-833184)
NA_peak_13977	CHAC2 (-671879)
NA_peak_13978	CHAC2 (-663572)
NA_peak_13979	CHAC2 (-432719)
NA_peak_13980	ENSG00000270898 (-37595), PSME4 (+73085)
NA_peak_13981	ENSG00000270898 (-40945), PSME4 (+69735)
NA_peak_13982	ENSG00000270898 (-100399), PSME4 (+10281)
NA_peak_13983	PSME4 (-115498), ACYP2 (-29166)
NA_peak_13984	PSME4 (-118182), ACYP2 (-26482)
NA_peak_13985	PSME4 (-120396), ACYP2 (-24268)
NA_peak_13986	TSPYL6 (+64438), ACYP2 (+76330)
NA_peak_13987	TSPYL6 (-131138), SPTBN1 (-68875)
NA_peak_13988	TSPYL6 (-131805), SPTBN1 (-68208)
NA_peak_13989	EML6 (-251166), SPTBN1 (+17091)
NA_peak_13990	EML6 (-204253), SPTBN1 (+64004)
NA_peak_13991	EML6 (-158883), SPTBN1 (+109374)
NA_peak_13992	EML6 (-157513), SPTBN1 (+110744)
NA_peak_13993	EML6 (-155454), SPTBN1 (+112803)
NA_peak_13994	EML6 (-135423), SPTBN1 (+132834)
NA_peak_13995	EML6 (-127214), SPTBN1 (+141043)
NA_peak_13996	EML6 (-123828), SPTBN1 (+144429)
NA_peak_13997	EML6 (-114477), SPTBN1 (+153780)
NA_peak_13998	EML6 (-32664), SPTBN1 (+235593)
NA_peak_13999	EML6 (+13980), RTN4 (+312021)
NA_peak_14000	EML6 (+82541), RTN4 (+243460)
NA_peak_14001	RTN4 (+130015), EML6 (+195986)
NA_peak_14002	RTN4 (+14895), EML6 (+311106)
NA_peak_14003	RTN4 (+4669), EML6 (+321332)
NA_peak_14004	RTN4 (+3831), EML6 (+322170)
NA_peak_14005	RPS27A (-123341), RTN4 (-58517)
NA_peak_14006	RPS27A (-95532), RTN4 (-86326)
NA_peak_14007	RTN4 (-95748), RPS27A (-86110)
NA_peak_14008	RTN4 (-107602), RPS27A (-74256)
NA_peak_14009	RTN4 (-110070), RPS27A (-71788)
NA_peak_14010	RTN4 (-130196), RPS27A (-51662)
NA_peak_14011	RTN4 (-167435), RPS27A (-14423)
NA_peak_14012	RPS27A (-4086)
NA_peak_14013	MTIF2 (-10896), CCDC88A (+139538)
NA_peak_14014	MTIF2 (-12321), CCDC88A (+138113)
NA_peak_14015	MTIF2 (-115006), CCDC88A (+35428)
NA_peak_14016	CCDC88A (+468)
NA_peak_14017	CCDC88A (-8627), SMEK2 (+189347)
NA_peak_14018	CCDC88A (-172240), SMEK2 (+25734)
NA_peak_14019	PNPT1 (-128712), EFEMP1 (+101517)
NA_peak_14020	EFEMP1 (-98556)
NA_peak_14021	EFEMP1 (-125620)
NA_peak_14022	EFEMP1 (-184529)
NA_peak_14023	EFEMP1 (-208157)
NA_peak_14024	EFEMP1 (-221576)
NA_peak_14025	EFEMP1 (-252174)
NA_peak_14026	EFEMP1 (-282896)
NA_peak_14027	EFEMP1 (-415734)
NA_peak_14028	EFEMP1 (-473351)
NA_peak_14029	EFEMP1 (-532149)
NA_peak_14030	EFEMP1 (-802239)
NA_peak_14031	EFEMP1 (-819238)
NA_peak_14032	VRK2 (-833745)
NA_peak_14033	VRK2 (-638932)
NA_peak_14034	VRK2 (-390282)
NA_peak_14035	VRK2 (-352916)
NA_peak_14036	VRK2 (-203753)
NA_peak_14037	VRK2 (-96803)
NA_peak_14038	VRK2 (-65469)
NA_peak_14039	VRK2 (+81984), FANCL (+251715)
NA_peak_14040	FANCL (+159297), VRK2 (+174402)
NA_peak_14041	FANCL (+155242), VRK2 (+178457)
NA_peak_14042	FANCL (-71330)
NA_peak_14043	FANCL (-103276)
NA_peak_14044	FANCL (-255058)
NA_peak_14045	FANCL (-261803)
NA_peak_14046	FANCL (-521679)
NA_peak_14047	FANCL (-571615)
NA_peak_14048	FANCL (-667157)
NA_peak_14049	FANCL (-738971)
NA_peak_14050	FANCL (-774479)
NA_peak_14051	FANCL (-823124)
NA_peak_14052	FANCL (-823591)
NA_peak_14053	FANCL (-835690)
NA_peak_14054	FANCL (-960558)
NA_peak_14055	FANCL (-997384)
NA_peak_14056	NONE
NA_peak_14057	NONE
NA_peak_14058	BCL11A (+803906)
NA_peak_14059	BCL11A (+590080)
NA_peak_14060	BCL11A (+564799)
NA_peak_14061	BCL11A (+530037)
NA_peak_14062	BCL11A (+370818)
NA_peak_14063	BCL11A (+333330)
NA_peak_14064	BCL11A (+237477)
NA_peak_14065	BCL11A (+236954)
NA_peak_14066	BCL11A (+231098)
NA_peak_14067	BCL11A (+137463)
NA_peak_14068	BCL11A (+22609)
NA_peak_14069	BCL11A (+16360)
NA_peak_14070	BCL11A (-3017)
NA_peak_14071	BCL11A (-3489)
NA_peak_14072	PAPOLG (-188363), BCL11A (-14369)
NA_peak_14073	REL (-101885), PAPOLG (+23406)
NA_peak_14074	PEX13 (-50005), REL (+86196)
NA_peak_14075	KIAA1841 (-35673), PUS10 (-12006)
NA_peak_14076	USP34 (+9027), AHSA2 (+284213)
NA_peak_14077	XPO1 (-68196), FAM161A (+247574)
NA_peak_14078	XPO1 (-116167), FAM161A (+199603)
NA_peak_14079	XPO1 (-132750), FAM161A (+183020)
NA_peak_14080	B3GNT2 (-23853), COMMD1 (+266613)
NA_peak_14081	B3GNT2 (+2324), TMEM17 (+307904)
NA_peak_14082	B3GNT2 (+148116), TMEM17 (+162112)
NA_peak_14083	TMEM17 (+41462), B3GNT2 (+268766)
NA_peak_14084	TMEM17 (-147418), EHBP1 (-52107)
NA_peak_14085	OTX1 (-257493), EHBP1 (+87443)
NA_peak_14086	OTX1 (-255632), EHBP1 (+89304)
NA_peak_14087	OTX1 (-40475), EHBP1 (+304461)
NA_peak_14088	OTX1 (+144089), WDPCP (+393907)
NA_peak_14089	OTX1 (+260066), WDPCP (+277930)
NA_peak_14090	WDPCP (+198176), OTX1 (+339820)
NA_peak_14091	WDPCP (+54874), OTX1 (+483122)
NA_peak_14092	WDPCP (+41383), OTX1 (+496613)
NA_peak_14093	UGP2 (-121220), MDH1 (+131257)
NA_peak_14094	UGP2 (-120720), MDH1 (+131757)
NA_peak_14095	UGP2 (-97681), MDH1 (+154796)
NA_peak_14096	UGP2 (-85544), MDH1 (+166933)
NA_peak_14097	UGP2 (+1544), VPS54 (+175818)
NA_peak_14098	UGP2 (+7272), VPS54 (+170090)
NA_peak_14099	UGP2 (+23631), VPS54 (+153731)
NA_peak_14100	UGP2 (+47172), VPS54 (+130190)
NA_peak_14101	UGP2 (+64124), VPS54 (+113238)
NA_peak_14102	VPS54 (+36585), UGP2 (+140777)
NA_peak_14103	VPS54 (-10356), PELI1 (+115026)
NA_peak_14104	VPS54 (-76037), PELI1 (+49345)
NA_peak_14105	VPS54 (-100831), PELI1 (+24551)
NA_peak_14106	LGALSL (-302170), PELI1 (-7468)
NA_peak_14107	LGALSL (-257040), PELI1 (-52598)
NA_peak_14108	LGALSL (-233487), PELI1 (-76151)
NA_peak_14109	LGALSL (-232603), PELI1 (-77035)
NA_peak_14110	AFTPH (-57630), LGALSL (+12609)
NA_peak_14111	AFTPH (-1372)
NA_peak_14112	SERTAD2 (-1175)
NA_peak_14113	SLC1A4 (-257106), SERTAD2 (-78382)
NA_peak_14114	SLC1A4 (-174327), SERTAD2 (-161161)
NA_peak_14115	SERTAD2 (-182268), SLC1A4 (-153220)
NA_peak_14116	SERTAD2 (-245255), SLC1A4 (-90233)
NA_peak_14117	SERTAD2 (-269042), SLC1A4 (-66446)
NA_peak_14118	SPRED2 (+67813), ACTR2 (+136527)
NA_peak_14119	SPRED2 (+2030), ACTR2 (+202310)
NA_peak_14120	SPRED2 (-3479)
NA_peak_14121	MEIS1 (-977600), SPRED2 (-25621)
NA_peak_14122	MEIS1 (-926978), SPRED2 (-76243)
NA_peak_14123	MEIS1 (-858250), SPRED2 (-144971)
NA_peak_14124	MEIS1 (-835503), SPRED2 (-167718)
NA_peak_14125	MEIS1 (-779801), SPRED2 (-223420)
NA_peak_14126	MEIS1 (-622163), SPRED2 (-381058)
NA_peak_14127	SPRED2 (-526257), MEIS1 (-476964)
NA_peak_14128	SPRED2 (-537228), MEIS1 (-465993)
NA_peak_14129	SPRED2 (-682674), MEIS1 (-320547)
NA_peak_14130	SPRED2 (-785055), MEIS1 (-218166)
NA_peak_14131	SPRED2 (-837473), MEIS1 (-165748)
NA_peak_14132	SPRED2 (-885285), MEIS1 (-117936)
NA_peak_14133	MEIS1 (-4600)
NA_peak_14134	MEIS1 (-1928)
NA_peak_14135	MEIS1 (-204)
NA_peak_14136	MEIS1 (+810)
NA_peak_14137	ETAA1 (-954352), MEIS1 (+7567)
NA_peak_14138	ETAA1 (-927608), MEIS1 (+34311)
NA_peak_14139	ETAA1 (-917661), MEIS1 (+44258)
NA_peak_14140	ETAA1 (-907381), MEIS1 (+54538)
NA_peak_14141	ETAA1 (-885942), MEIS1 (+75977)
NA_peak_14142	ETAA1 (-882634), MEIS1 (+79285)
NA_peak_14143	ETAA1 (-874094), MEIS1 (+87825)
NA_peak_14144	ETAA1 (-863950), MEIS1 (+97969)
NA_peak_14145	ETAA1 (-850601), MEIS1 (+111318)
NA_peak_14146	ETAA1 (-844432), MEIS1 (+117487)
NA_peak_14147	ETAA1 (-823554), MEIS1 (+138365)
NA_peak_14148	ETAA1 (-819861), MEIS1 (+142058)
NA_peak_14149	ETAA1 (-818513), MEIS1 (+143406)
NA_peak_14150	ETAA1 (-810602), MEIS1 (+151317)
NA_peak_14151	ETAA1 (-760054), MEIS1 (+201865)
NA_peak_14152	ETAA1 (-716889), MEIS1 (+245030)
NA_peak_14153	ETAA1 (-697562), MEIS1 (+264357)
NA_peak_14154	ETAA1 (-677157), MEIS1 (+284762)
NA_peak_14155	ETAA1 (-644335), MEIS1 (+317584)
NA_peak_14156	ETAA1 (-604963), MEIS1 (+356956)
NA_peak_14157	ETAA1 (-523807), MEIS1 (+438112)
NA_peak_14158	ETAA1 (-477826), MEIS1 (+484093)
NA_peak_14159	ETAA1 (-359385), MEIS1 (+602534)
NA_peak_14160	ETAA1 (-342802), MEIS1 (+619117)
NA_peak_14161	ETAA1 (-321351), MEIS1 (+640568)
NA_peak_14162	ETAA1 (-257435), MEIS1 (+704484)
NA_peak_14163	ETAA1 (-251053), MEIS1 (+710866)
NA_peak_14164	ETAA1 (-234174), MEIS1 (+727745)
NA_peak_14165	ETAA1 (-175369), MEIS1 (+786550)
NA_peak_14166	ETAA1 (-100040), MEIS1 (+861879)
NA_peak_14167	ETAA1 (-87138), MEIS1 (+874781)
NA_peak_14168	ETAA1 (-72010), MEIS1 (+889909)
NA_peak_14169	ETAA1 (+58456), C1D (+607208)
NA_peak_14170	ETAA1 (+59197), C1D (+606467)
NA_peak_14171	ETAA1 (+65767), C1D (+599897)
NA_peak_14172	ETAA1 (+164651), C1D (+501013)
NA_peak_14173	ETAA1 (+303775), C1D (+361889)
NA_peak_14174	C1D (+307561), ETAA1 (+358103)
NA_peak_14175	C1D (+284147), ETAA1 (+381517)
NA_peak_14176	C1D (+106447), ETAA1 (+559217)
NA_peak_14177	PNO1 (+47227), PPP3R1 (+47460)
NA_peak_14178	PPP3R1 (+45149), PNO1 (+49538)
NA_peak_14179	PPP3R1 (+1663), PNO1 (+93024)
NA_peak_14180	PROKR1 (-158639), APLF (+17389)
